regard	nazar
regard	riayet
regard	saygı
regard	sayma
regard	saymak
regarding	_ hakkında
regenerate	düzelmek
regenerate	yenilemek
regime	idare
regime	nizam
regime	sistem
regime	usul
regimen	idare
regimen	rejim
regiment	alay
region	bölge
region	diyar
region	etraf
region	havali
region	memleket
region	mıntıka
region	nahiye
regional	bölgesel
register	defter
register	deftere geçirmek
register	kaydetmek
register	kayıt
register	kütük
register	kütük sicil kayıt
register	sezilmek
register	sicil
register	tescil etmek
registration	kayıt
registration	tescil
registry	defterhane
registry	kayıt
registry	tescil
regret	esef
regret	keder
regret	kederlenmek
regret	pişman olmak
regret	pişmanlık
regret	üzüntü pişmanlık
regular	kural düzen intizam
regular	kurallı
regular	muntazam
regular	nizamlı
regularize	düzenlemek
regulate	düzen
regulate	düzenlemek
regulate	kanun
regulate	talimat
regulate	tanzim
regulate	uydurmak
regurgitate	kusturmak
rehabilitate	onarmak
rehearsal	prova tekrar
rehearse	nakletmek
reify	somutlaştırmak
reign	asır
reign	devir
reign	saltanat
rein	başıboş
rein	yular
reinforce	kuvvetlendirmek
reject	kabul etmemek
reject	reddetmek
reject	reddetmek atmak
rejoice	hazzetmek
rejoice	hoşlanmak
rejoice	sevin(dir)mek
rejoice	sevindirmek
rejoice	sevinmek
rejuvenate	canlandırmak
relapse	nüksetme
relapse	tekerrür
relate	anlatmak
relate	anlatmak ilgili olmak
relate	nakletmek
relate	söylemek
relation	akraba
relation	akrabalar
relation	akrabalık
relation	alâka
relation	anlatma
relation	bağıntı
relation	geçim
relation	hısım
relation	hısımlık
relation	ilişki
relation	ilişki ilgi akrabalık
relation	münasebet
relation	nakletme
relation	nispet
relative	akraba
relative	bağlı
relative	bağıntılı
relative	bağıntılı ilişkin
relative	dair
relative	göreli
relative	ilişkin
relative	mensup
relative	münasebet
relative	nispi
relativity	bağıntıcılık
relativity	izafet
relativity	mensubiyet
relax	dinlenmek
relax	gevşemek
relax	gevşetmek
relax	hafifletmek
relax	yumuşamak
relax	yumuşatmak
relax	zayıflatmak
relay	nakletmek
release	bırakma
release	kurtarma
release	kurtarma salıverme
release	salıverme
release	serbest bırakmak
release	tahliye
relegate	göndermek
relegate	havale
relegate	sürgüne göndermek
relegate	sürmek
relent	yumuşamak
relentless	insafsızlık
relentless	şefkatsiz
relevance	ilgi uygunluk
relevant	alâkalı
relevant	ilgi
relevant	uygun
relevant	uygunluk
reliable	güvenilir
reliable	muteber
reliance	emniyet
reliance	güvenme
reliance	istinat
reliance	itimat
reliance	tevekkül
relic	kalıntı
relic	yadigâr
relief	bağış
relief	ferahlama
relief	ilâç
relief	imdat
relief	kurtarma
relief	rölyef
relief	teselli
relief	yardım
relief	yardım imdat kabartma
relief	çare
relieve	kurtarmak
relieve	yardım etmek
religion	din
religion	diyanet
religion	iman
religiosity	sofuluk
religious	dindar
religious	dini
religious	dinsel
religious	mutaassıp
religious	rahip
religious	sadakatli
religious	sofu
relinquish	bırakmak
relinquish	feragat
relish	beğenmek
relish	koku
relish	lezzet
relish	merak
relish	meyil
relish	çeşni
reluctant	gönülsüz
reluctant	isteksiz
rely	güvenmek
remain	cenaze
remain	ceset
remain	durmak
remain	kalmak
remainder	kalıntı
remand	geri göndermek
remark	demek
remark	görme
remark	işaret
remark	mülâhaza
remark	mütalâa
remark	söylemek
remark	söz
remarkable	garip
remarkable	olağanüstü
remarkable	tuhaf
remarkable	çok
remedy	deva
remedy	düzeltmek
remedy	ilaç
remedy	çare
remedy	çare ilaç
remember	aklına gelmek
remember	anmak
