sputter	farfugliare
sputter	scoppiettio
sputum	escreato
spy	agente segreto
spy	confidente
spy	spia
spy	spiare
spy	spione
spyglass	cannocchiale
spyhole	spioncino
spying	spionaggio
squab	divano
squabble	alterco
squabble	battibecco
squabble	disputa
squabble	lite
squabble	litigio
squad	drappello
squad	gruppo
squad	squadra
squadron	flottiglia
squadron	squadra
squalid	sordido
squalid	sudicio
squalidness	sordidezza
squall	gridare
squall	groppo
squall	urlare
squalor	sordidezza
squama	squama
squander	dissipare
squander	scialacquare
squander	sperperare
squanderer	dilapidatore
squanderer	dissipatore
squanderer	prodigo
squanderer	scialacquatore
squanderer	sperperatore
squanderer	sprecone
squandering	dissipazione
squandering	sperpero
squandering	spreco
square	elevare al quadrato
square	giusto
square	leale
square	onesto
square	piazza
square	piazzale
square	quadrangolo
square	quadrare
square	quadrato
square	quadro
square	regolare
square	spigoloso
squared	quadrato
squaring	quadratura
squash	calca
squash	folla
squash	pestare
squash	pigia pigia
squash	ressa
squash	schiacciare
squeak	cantare
squeak	cigolare
squeak	cigolio
squeak	scricchiolare
squeak	scricchiolio
squeak	squittio
squeak	stridere
squeak	strillo
squeal	stridere
squeezable	compressibile
squeeze	comprimere
squeeze	premere
squeeze	schiacciare
squeeze	spremere
squeeze	stringere
squeeze	strizzare
squeezer	spremitoio
squib	libello
squiffy	alticcio
squiffy	brillo
squirrel	scoiattolo
squirt	schizzare
squirt	sprizzare
squirt	spruzzare
stab	fitta
stability	fermezza
stability	saldezza
stabilization	stabilizzazione
stabilize	stabilizzare
stabilizer	stabilizzatore
stable	scuderia
stable	stabile
stable	stalla
stabling	stallaggio
stack	accatastare
stack	ammasso
stack	catasta
stack	mucchio
stack	pila
stadium	stadio
staff	personale
staff	staff
stag	cervo
stage	fase
stage	inscenare
stage	palco
stage	palcoscenico
stage	piattaforma
stage	posta
stage	scena
stage	stadio
stage	stato
stage	tappa
stage	teatro
stagger	barcollamento
stagger	barcollare
stagger	ondeggiare
stagger	titubare
stagger	vacillare
staggering	sbalorditivo
staging	impalcatura
staging	messa in scena
staging	ponteggio
stagnancy	ristagno
stagnant	fermo
stagnant	stagnante
stagnate	ristagnare
stagnate	stagnare
stagnation	ristagno
staid	calmo
staid	posato
staid	serio
stain	chiazza
stain	disonorare
stain	imbrattare
stain	insudiciare
stain	macchia
stain	macchiare
stain	macchiarsi
stain	patacca
stainless	immacolato
stainless	inossidabile
stair	gradinata
stair	gradino
stair	scala
stair	scalinata
stair	scalino
staircase	gradinata
staircase	scala
staircase	scalea
staircase	scalinata
staircase	scalone
stairs	scala
stairway	scala
stairway	scalinata
stairway	scalone
stake	paletto
stake	palina
stake	palo
stake	picchetto
stake	piolo
stake	posta
stake	puntare
stake	puntata
stake	rischiare
stake	scommessa
stake	stanga
stalagmite	stalagmite
stale	scaduto
stale	trito
stalemate	stallo
stalk	fusto
stalk	gambo
stalk	peduncolo
stalk	picciolo
stall	chiosco
stall	edicola
stall	posteggio
stall	scuderia
stall	stalla
stallion	stallone
stamina	fibra
stammer	balbettamento
stammer	balbettare
stammer	tartagliare
stammerer	balbuziente
stamp	affrancare
stamp	bollare
stamp	bollo
stamp	francare
stamp	marcare
stamp	marchiare
stamp	punzonare
stamp	stampigliare
stamp	timbro
stamping	bollatura
stamping	punzonatura
stance	atteggiamento
