wit	vett
wit	vidd
witch	heks
witch	trollkjerring
with	av
with	hos
with	med
with	til
with	tross
with	ved
withal	dertil
withal	dessuten
withdraw	gå av
withdraw	inndra
withdrawal	uttak
wither	visne
withhold	holde tilbake
withhold	nekte
within	innen
within	innenfor
within	inni
within	innvendig
without	uten
withstand	motstå
witness	bevitne
witness	oppleve
witness	se
witness	vitne
witness	vitnesbyrd
witty	vittig
wizard	trollmann
wobble	bevre
wobble	dirre
wobble	rave
wobble	vakle
woe	sorg
woeful	sørgelig
woeful	sørgmodig
wolf	gråbein
wolf	jentefut
wolf	skrubb
wolf	ulv
wolf	varg
woman	dame
woman	kjerring
woman	kvinne
woman	kvinnemenneske
womanhood	kvinnelighet
womb	livmor
wonder	forundring
wonder	under
wonder	undring
wonder	vidunder
wonderful	vidunderlig
wonderment	forundring
wondrous	vidunderlig
wont	vane
wont	vant
wood	skog
wood	ved
woodcut	tresnitt
woodpecker	hakkespett
woods	skog
woodsman	forstmann
wool	garn
wool	ull
wool	ullgarn
word	formulere
word	glose
word	ord
word	uttrykke
wording	ordlyd
work	arbeid
work	arbeide
work	bearbeide
work	betjene
work	bevirke
work	brodere
work	drive
work	dyrke
work	fungere
work	gjerning
work	gjære
work	gå
work	håndtere
work	verk
work	virke
work out	løse
work out	regne
work out	utarbeide
workaday	hverdags
workday	hverdag
worked	arbeidet
worker	arbeider
working	arbeid
working	drift
working	gang
workman	arbeider
workshop	verksted
world	folk
world	verden
worldly	verdslig
worm	larve
worm	mark
worm	orm
worn-out	utslitt
worry	bekymring
worry	bry
worry	engstelse
worry	mas
worry	plage
worry	uro
worry	uroe
worrying	foruroligende
worship	dyrke
worship	dyrkelse
worship	tilbe
worth	verd
worth	verdi
worthy	verdig
wound	krenkelse
wound	sår
wound	såre
wrack	vrak
wraith	gjenferd
wraith	ånd
wrangle	kjekl
wrangle	krangel
wrangle	trette
wrap	innpakning
wrap	omgi
wrap	svøpe
wrap	vikle
wrapper	emballasje
wrapper	omslag
wrapping	innpakning
wrath	sinne
wrath	vrede
wreath	krans
wreck	forlis
wreck	ruinere
wreck	vrak
wreck	ødelegge
wrench	fordreie
wrench	forvridning
wrench	nøkkel
wrench	rive
wrench	rykk
wrest	vriste
wrestle	bryte
wrestler	bryter
wrestling	bryting
wretch	usling
wretched	elendig
wretched	stakkars
wretched	ulykkelig
wretched	ussel
wretched	ynkelig
wriggle	sno
wriggle	sprelle
wring	vri
wrinkle	krølle
wrinkle	rynke
wrinkle	ujevnhet
wrinkled	skrukket
wrist	håndledd
writ	skrift
write	skrive
writer	forfatter
writing	innskrift
writing	skrift
writing	skrive
wrong	feil
wrong	feilaktig
wrong	forkjært
wrong	gal
wrong	urett
wrong	urettferdighet
wrong	vrang
wroth	sint
wroth	vred
wry	ironisk
wry	skakk
wry	skjev
xanthous	gul
yacht	yacht
yap	bjeffe
yap	gneldre
yap	vrøvle
yard	gårdsplass
yard	hage
yarn	fortelling
yarn	garn
yarn	historie
yarn	tråd
yawl	jolle
yawn	gape
yawn	gjesp
yawn	gjespe
yeah	ja
