insouciance	беззаботность
insouciance	безмятежность
insouciant	беззаботный
inspect	инспектировать
inspect	обследовать
inspect	осматривать
inspect	проверять
inspect	просматривать
inspection	досмотр
inspection	инспектирование
inspection	инспекция
inspection	контроль
inspection	обзор
inspection	обследование
inspection	осмотр
inspection	приемка
inspection	ревизия
inspection	смотр
inspector	инспектор
inspector	контролер
inspector	надзиратель
inspector	ревизор
inspectorate	инспекция
inspiration	вдох
inspiration	вдохновение
inspiration	вдыхание
inspiration	инспирация
inspire	вдохновить
inspire	вдохновлять
inspire	вдыхать
inspire	внушать
inspire	воодушевить
inspire	воодушевлять
inspire	вселять
inspire	инспирировать
inspire	стимулировать
inspired	вдохновленный
inspiring	вдохновляющий
inspirit	воодушевлять
instability	непостоянство
instability	нестабильность
instability	нестойкость
instability	неустойчивость
instability	превратность
instal	монтировать
instal	устанавливать
install	монтировать
install	собирать
install	устанавливать
installation	оборудование
installation	размещение
installation	расположение
installation	сооружение
installation	установка
installment	взнос
instalment	взнос
instance	инстанция
instance	образец
instance	пример
instance	случай
instancy	безотлагательность
instancy	настоятельность
instancy	неотложность
instancy	спешность
instant	безотлагательный
instant	мгновение
instant	мгновенный
instant	миг
instant	момент
instant	немедленный
instant	текущий
instantaneous	мгновенный
instantaneous	моментальный
instantaneous	немедленный
instantly	мгновенно
instantly	незамедлительно
instantly	немедленно
instantly	сразу
instantly	тотчас
instead	вместо
instead of	взамен
instead of	вместо
instigate	побуждать
instigate	подстрекать
instigation	подстрекательство
instigator	зачинщик
instigator	подстрекатель
instil	внушать
instil	вселять
instill	внушать
instill	вселять
instinct	инстинкт
instinct with	исполненный
instinct with	преисполненный
instinctive	безотчетный
institute	вводить
institute	заведение
institute	институт
institute	начинать
institute	основывать
institute	устанавливать
institute	устраивать
institute	учреждать
institute	учреждение
institution	введение
institution	заведение
institution	институт
institution	организация
institution	основание
institution	установление
institution	учреждение
instruct	инструктировать
instruct	информировать
instruct	обучать
instruct	учить
instructing	инструкция
instruction	директива
instruction	инструктаж
instruction	инструкция
instruction	команда
instruction	наказ
instruction	обучение
instruction	предписание
instruction	приказ
instruction	приказание
instruction	распоряжение
instruction	указание
instruction	учеба
instruction	учение
instructions	инструкции
instructive	назидательный
instructive	наставительный
instructive	нравоучительный
instructive	поучительный
instructive	просветительный
instructor	инструктор
instructor	преподаватель
instructor	учитель
instructress	преподавательница
instructress	учительница
instrument	акт
instrument	аппарат
instrument	документ
instrument	инструмент
instrument	инструментовать
instrument	орудие
instrument	прибор
instrumental	инструментальный
instrumentalist	инструменталист
instrumentality	содействие
instrumentation	инструментовка
insubordinate	непокорный
insubordination	неповиновение
insubordination	неподчинение
insubordination	непокорность
insubordination	непослушание
insubordination	ослушание
insubstantial	иллюзорный
insubstantial	нереальный
insufferable	невыносимый
insufferable	несносный
insufferable	нестерпимый
insufficiency	недостаток
insufficiency	недостаточность
insufficient	недостаточный
insufficient	неудовлетворительный
insufficiently	недостаточно
insular	недалекий
insular	обособленный
insular	ограниченный
insularity	замкнутость
insularity	ограниченность
insulate	изолировать
insulate	обособлять
insulated	изолированный
insulating	изолирующий
insulation	изоляционный материал
insulation	изоляция
insulator	изолятор
insulator	изоляционный материал
insulator	непроводник
insulin	инсулин
insult	обида
insult	обижать
insult	оскорбление
insult	оскорблять
insulting	обидный
insulting	оскорбительный
insuperable	непреодолимый
insupportable	невыносимый
insupportable	необоснованный
insupportable	несносный
insupportable	нестерпимый
insurance	страхование
insurance	страховка
insurant	страхователь
insure	гарантировать
insure	застраховать
insure	обеспечивать
insure	страховать
